Time [s] 	canBusModel.CAN_OUT 	vECUcontroller_1.Out1
3.6249999999997	0-0-0-0-	0-0-0-0-0-
3.6259999999997	0-0-0-0-	0-0-0-0-0-
3.6269999999997	0-0-0-0-	0-0-0-0-0-
3.6279999999997	0-0-0-0-	0-0-0-0-0-
3.6289999999997	0-0-0-0-	0-0-0-0-0-
3.6299999999997	0-0-0-0-	0-0-0-0-0-
3.6309999999997	0-0-0-0-	0-0-0-0-0-
3.6319999999997	0-0-0-0-	0-0-0-0-0-
3.6329999999997	0-0-0-0-	0-0-0-0-0-
3.6339999999997	0-0-0-0-	0-0-0-0-0-
3.6349999999997	0-0-0-0-	0-0-0-0-0-
3.6359999999997	0-0-0-0-	0-0-0-0-0-
3.6369999999997	0-0-0-0-	0-0-0-0-0-
3.6379999999997	0-0-0-0-	0-0-0-0-0-
3.6389999999997	0-0-0-0-	0-0-0-0-0-
3.6399999999997	0-0-0-0-	0-0-0-0-0-
3.6409999999997	0-0-0-0-	0-0-0-0-0-
3.6419999999997	0-0-0-0-	0-0-0-0-0-
3.6429999999997	0-0-0-0-	0-0-0-0-0-
3.6439999999997	0-0-0-0-	0-0-0-0-0-
3.6449999999997	0-0-0-0-	0-0-0-0-0-
3.6459999999997	0-0-0-0-	1-5-0-8-C6:00:00:00:00:00:00:00
3.6469999999997	0-0-0-0-	0-0-0-0-0-
3.6479999999997	1-5-0-8-C6:00:00:00:00:00:00:00	0-0-0-0-0-
3.6489999999997	0-0-0-0-	0-0-0-0-0-
3.6499999999997	0-0-0-0-	0-0-0-0-0-
3.6509999999997	0-0-0-0-	0-0-0-0-0-
3.6519999999997	0-0-0-0-	0-0-0-0-0-
3.6529999999997	0-0-0-0-	0-0-0-0-0-
3.6539999999997	0-0-0-0-	0-0-0-0-0-
3.6549999999997	0-0-0-0-	0-0-0-0-0-
3.6559999999997	0-0-0-0-	0-0-0-0-0-
3.6569999999997	0-0-0-0-	0-0-0-0-0-
3.6579999999997	0-0-0-0-	0-0-0-0-0-
3.6589999999997	0-0-0-0-	0-0-0-0-0-
3.6599999999997	0-0-0-0-	0-0-0-0-0-
3.6609999999997	0-0-0-0-	0-0-0-0-0-
3.6619999999997	0-0-0-0-	0-0-0-0-0-
3.6629999999997	0-0-0-0-	0-0-0-0-0-
3.6639999999997	0-0-0-0-	0-0-0-0-0-
3.6649999999997	0-0-0-0-	0-0-0-0-0-
3.6659999999997	0-0-0-0-	0-0-0-0-0-
3.6669999999997	0-0-0-0-	0-0-0-0-0-
3.6679999999997	0-0-0-0-	0-0-0-0-0-
3.6689999999997	0-0-0-0-	0-0-0-0-0-
3.6699999999997	0-0-0-0-	0-0-0-0-0-
3.6709999999997	0-0-0-0-	0-0-0-0-0-
3.6719999999997	0-0-0-0-	0-0-0-0-0-
3.6729999999997	0-0-0-0-	0-0-0-0-0-
3.6739999999997	0-0-0-0-	0-0-0-0-0-
3.6749999999997	0-0-0-0-	0-0-0-0-0-
3.6759999999997	0-0-0-0-	0-0-0-0-0-
3.6769999999997	0-0-0-0-	0-0-0-0-0-
3.6779999999997	0-0-0-0-	0-0-0-0-0-
3.6789999999997	0-0-0-0-	0-0-0-0-0-
3.6799999999997	0-0-0-0-	0-0-0-0-0-
3.6809999999997	0-0-0-0-	0-0-0-0-0-
3.6819999999997	0-0-0-0-	0-0-0-0-0-
3.6829999999997	0-0-0-0-	0-0-0-0-0-
3.6839999999997	0-0-0-0-	0-0-0-0-0-
3.6849999999997	0-0-0-0-	0-0-0-0-0-
3.6859999999997	0-0-0-0-	0-0-0-0-0-
3.6869999999997	0-0-0-0-	0-0-0-0-0-
3.6879999999997	0-0-0-0-	0-0-0-0-0-
3.6889999999997	0-0-0-0-	0-0-0-0-0-
3.6899999999997	0-0-0-0-	0-0-0-0-0-
3.6909999999997	0-0-0-0-	0-0-0-0-0-
3.6919999999997	0-0-0-0-	0-0-0-0-0-
3.6929999999997	0-0-0-0-	0-0-0-0-0-
3.6939999999997	0-0-0-0-	0-0-0-0-0-
3.6949999999997	0-0-0-0-	0-0-0-0-0-
3.6959999999997	0-0-0-0-	0-0-0-0-0-
3.6969999999997	0-0-0-0-	1-5-0-8-D0:00:00:00:00:00:00:00
3.6979999999997	0-0-0-0-	0-0-0-0-0-
3.6989999999997	1-5-0-8-D0:00:00:00:00:00:00:00	0-0-0-0-0-
3.6999999999997	0-0-0-0-	0-0-0-0-0-
3.7009999999997	0-0-0-0-	0-0-0-0-0-
3.7019999999997	0-0-0-0-	0-0-0-0-0-
3.7029999999997	0-0-0-0-	0-0-0-0-0-
3.7039999999997	0-0-0-0-	0-0-0-0-0-
3.7049999999997	0-0-0-0-	0-0-0-0-0-
3.7059999999997	0-0-0-0-	0-0-0-0-0-
3.7069999999997	0-0-0-0-	0-0-0-0-0-
3.7079999999997	0-0-0-0-	0-0-0-0-0-
3.7089999999997	0-0-0-0-	0-0-0-0-0-
3.7099999999997	0-0-0-0-	0-0-0-0-0-
3.7109999999997	0-0-0-0-	0-0-0-0-0-
3.7119999999997	0-0-0-0-	0-0-0-0-0-
3.7129999999997	0-0-0-0-	0-0-0-0-0-
3.7139999999997	0-0-0-0-	0-0-0-0-0-
3.7149999999997	0-0-0-0-	0-0-0-0-0-
3.7159999999997	0-0-0-0-	0-0-0-0-0-
3.7169999999997	0-0-0-0-	0-0-0-0-0-
3.7179999999997	0-0-0-0-	0-0-0-0-0-
3.7189999999997	0-0-0-0-	0-0-0-0-0-
3.7199999999997	0-0-0-0-	0-0-0-0-0-
3.7209999999997	0-0-0-0-	0-0-0-0-0-
3.7219999999997	0-0-0-0-	0-0-0-0-0-
3.7229999999997	0-0-0-0-	0-0-0-0-0-
3.7239999999997	0-0-0-0-	0-0-0-0-0-
3.7249999999997	0-0-0-0-	0-0-0-0-0-
3.7259999999997	0-0-0-0-	0-0-0-0-0-
3.7269999999997	0-0-0-0-	0-0-0-0-0-
3.7279999999997	0-0-0-0-	0-0-0-0-0-
3.7289999999997	0-0-0-0-	0-0-0-0-0-
3.7299999999997	0-0-0-0-	0-0-0-0-0-
3.7309999999997	0-0-0-0-	0-0-0-0-0-
3.7319999999997	0-0-0-0-	0-0-0-0-0-
3.7329999999997	0-0-0-0-	0-0-0-0-0-
3.7339999999997	0-0-0-0-	0-0-0-0-0-
3.7349999999997	0-0-0-0-	0-0-0-0-0-
3.7359999999997	0-0-0-0-	0-0-0-0-0-
3.7369999999997	0-0-0-0-	0-0-0-0-0-
3.7379999999997	0-0-0-0-	0-0-0-0-0-
3.7389999999997	0-0-0-0-	0-0-0-0-0-
3.7399999999997	0-0-0-0-	0-0-0-0-0-
3.7409999999997	0-0-0-0-	0-0-0-0-0-
3.7419999999997	0-0-0-0-	0-0-0-0-0-
3.7429999999997	0-0-0-0-	0-0-0-0-0-
3.7439999999997	0-0-0-0-	0-0-0-0-0-
3.7449999999997	0-0-0-0-	0-0-0-0-0-
3.7459999999997	0-0-0-0-	0-0-0-0-0-
3.7469999999997	0-0-0-0-	1-5-0-8-DA:00:00:00:00:00:00:00
3.7479999999997	0-0-0-0-	0-0-0-0-0-
3.7489999999997	1-5-0-8-DA:00:00:00:00:00:00:00	0-0-0-0-0-
3.7499999999997	0-0-0-0-	0-0-0-0-0-
3.7509999999997	0-0-0-0-	0-0-0-0-0-
3.7519999999997	0-0-0-0-	0-0-0-0-0-
3.7529999999997	0-0-0-0-	0-0-0-0-0-
3.7539999999997	0-0-0-0-	0-0-0-0-0-
3.7549999999997	0-0-0-0-	0-0-0-0-0-
3.7559999999997	0-0-0-0-	0-0-0-0-0-
3.7569999999997	0-0-0-0-	0-0-0-0-0-
3.7579999999997	0-0-0-0-	0-0-0-0-0-
3.7589999999997	0-0-0-0-	0-0-0-0-0-
3.7599999999997	0-0-0-0-	0-0-0-0-0-
3.7609999999997	0-0-0-0-	0-0-0-0-0-
3.7619999999997	0-0-0-0-	0-0-0-0-0-
3.7629999999997	0-0-0-0-	0-0-0-0-0-
3.7639999999997	0-0-0-0-	0-0-0-0-0-
3.7649999999997	0-0-0-0-	0-0-0-0-0-
3.7659999999997	0-0-0-0-	0-0-0-0-0-
3.7669999999997	0-0-0-0-	0-0-0-0-0-
3.7679999999997	0-0-0-0-	0-0-0-0-0-
3.7689999999997	0-0-0-0-	0-0-0-0-0-
3.7699999999997	0-0-0-0-	0-0-0-0-0-
3.7709999999997	0-0-0-0-	0-0-0-0-0-
3.7719999999997	0-0-0-0-	0-0-0-0-0-
3.7729999999997	0-0-0-0-	0-0-0-0-0-
3.7739999999997	0-0-0-0-	0-0-0-0-0-
3.7749999999997	0-0-0-0-	0-0-0-0-0-
3.7759999999997	0-0-0-0-	0-0-0-0-0-
3.7769999999997	0-0-0-0-	0-0-0-0-0-
3.7779999999997	0-0-0-0-	0-0-0-0-0-
3.7789999999997	0-0-0-0-	0-0-0-0-0-
3.7799999999997	0-0-0-0-	0-0-0-0-0-
3.7809999999997	0-0-0-0-	0-0-0-0-0-
3.7819999999997	0-0-0-0-	0-0-0-0-0-
3.7829999999997	0-0-0-0-	0-0-0-0-0-
3.7839999999997	0-0-0-0-	0-0-0-0-0-
3.7849999999997	0-0-0-0-	0-0-0-0-0-
3.7859999999997	0-0-0-0-	0-0-0-0-0-
3.7869999999997	0-0-0-0-	0-0-0-0-0-
3.7879999999997	0-0-0-0-	0-0-0-0-0-
3.7889999999997	0-0-0-0-	0-0-0-0-0-
3.7899999999997	0-0-0-0-	0-0-0-0-0-
3.7909999999997	0-0-0-0-	0-0-0-0-0-
3.7919999999997	0-0-0-0-	0-0-0-0-0-
3.7929999999997	0-0-0-0-	0-0-0-0-0-
3.7939999999997	0-0-0-0-	0-0-0-0-0-
3.7949999999997	0-0-0-0-	0-0-0-0-0-
3.7959999999997	0-0-0-0-	0-0-0-0-0-
3.7969999999997	0-0-0-0-	1-5-0-8-E4:00:00:00:00:00:00:00
3.7979999999997	0-0-0-0-	0-0-0-0-0-
3.7989999999997	1-5-0-8-E4:00:00:00:00:00:00:00	0-0-0-0-0-
3.7999999999997	0-0-0-0-	0-0-0-0-0-
3.8009999999997	0-0-0-0-	0-0-0-0-0-
3.8019999999997	0-0-0-0-	0-0-0-0-0-
3.8029999999997	0-0-0-0-	0-0-0-0-0-
3.8039999999997	0-0-0-0-	0-0-0-0-0-
3.8049999999997	0-0-0-0-	0-0-0-0-0-
3.8059999999997	0-0-0-0-	0-0-0-0-0-
3.8069999999997	0-0-0-0-	0-0-0-0-0-
3.8079999999997	0-0-0-0-	0-0-0-0-0-
3.8089999999997	0-0-0-0-	0-0-0-0-0-
3.8099999999997	0-0-0-0-	0-0-0-0-0-
3.8109999999997	0-0-0-0-	0-0-0-0-0-
3.8119999999997	0-0-0-0-	0-0-0-0-0-
3.8129999999997	0-0-0-0-	0-0-0-0-0-
3.8139999999997	0-0-0-0-	0-0-0-0-0-
3.8149999999997	0-0-0-0-	0-0-0-0-0-
3.8159999999997	0-0-0-0-	0-0-0-0-0-
3.8169999999997	0-0-0-0-	0-0-0-0-0-
3.8179999999997	0-0-0-0-	0-0-0-0-0-
3.8189999999997	0-0-0-0-	0-0-0-0-0-
3.8199999999997	0-0-0-0-	0-0-0-0-0-
3.8209999999997	0-0-0-0-	0-0-0-0-0-
3.8219999999997	0-0-0-0-	0-0-0-0-0-
3.8229999999997	0-0-0-0-	0-0-0-0-0-
3.8239999999997	0-0-0-0-	0-0-0-0-0-
3.8249999999997	0-0-0-0-	0-0-0-0-0-
3.8259999999997	0-0-0-0-	0-0-0-0-0-
3.8269999999997	0-0-0-0-	0-0-0-0-0-
3.8279999999997	0-0-0-0-	0-0-0-0-0-
3.8289999999997	0-0-0-0-	0-0-0-0-0-
3.8299999999997	0-0-0-0-	0-0-0-0-0-
3.8309999999997	0-0-0-0-	0-0-0-0-0-
3.8319999999997	0-0-0-0-	0-0-0-0-0-
3.8329999999997	0-0-0-0-	0-0-0-0-0-
3.8339999999997	0-0-0-0-	0-0-0-0-0-
3.8349999999997	0-0-0-0-	0-0-0-0-0-
3.8359999999997	0-0-0-0-	0-0-0-0-0-
3.8369999999997	0-0-0-0-	0-0-0-0-0-
3.8379999999997	0-0-0-0-	0-0-0-0-0-
3.8389999999997	0-0-0-0-	0-0-0-0-0-
3.8399999999997	0-0-0-0-	0-0-0-0-0-
3.8409999999997	0-0-0-0-	0-0-0-0-0-
3.8419999999997	0-0-0-0-	0-0-0-0-0-
3.8429999999997	0-0-0-0-	0-0-0-0-0-
3.8439999999997	0-0-0-0-	0-0-0-0-0-
3.8449999999997	0-0-0-0-	0-0-0-0-0-
3.8459999999997	0-0-0-0-	0-0-0-0-0-
3.8469999999997	0-0-0-0-	1-5-0-8-EE:00:00:00:00:00:00:00
3.8479999999997	0-0-0-0-	0-0-0-0-0-
3.8489999999997	1-5-0-8-EE:00:00:00:00:00:00:00	0-0-0-0-0-
3.8499999999997	0-0-0-0-	0-0-0-0-0-
3.8509999999997	0-0-0-0-	0-0-0-0-0-
3.8519999999997	0-0-0-0-	0-0-0-0-0-
3.8529999999997	0-0-0-0-	0-0-0-0-0-
3.8539999999997	0-0-0-0-	0-0-0-0-0-
3.8549999999997	0-0-0-0-	0-0-0-0-0-
3.8559999999997	0-0-0-0-	0-0-0-0-0-
3.8569999999997	0-0-0-0-	0-0-0-0-0-
3.8579999999997	0-0-0-0-	0-0-0-0-0-
3.8589999999997	0-0-0-0-	0-0-0-0-0-
3.8599999999997	0-0-0-0-	0-0-0-0-0-
3.8609999999997	0-0-0-0-	0-0-0-0-0-
3.8619999999997	0-0-0-0-	0-0-0-0-0-
3.8629999999997	0-0-0-0-	0-0-0-0-0-
3.8639999999997	0-0-0-0-	0-0-0-0-0-
3.8649999999997	0-0-0-0-	0-0-0-0-0-
3.8659999999997	0-0-0-0-	0-0-0-0-0-
3.8669999999997	0-0-0-0-	0-0-0-0-0-
3.8679999999997	0-0-0-0-	0-0-0-0-0-
3.8689999999997	0-0-0-0-	0-0-0-0-0-
3.8699999999997	0-0-0-0-	0-0-0-0-0-
3.8709999999997	0-0-0-0-	0-0-0-0-0-
3.8719999999997	0-0-0-0-	0-0-0-0-0-
3.8729999999997	0-0-0-0-	0-0-0-0-0-
3.8739999999997	0-0-0-0-	0-0-0-0-0-
3.8749999999997	0-0-0-0-	0-0-0-0-0-
3.8759999999997	0-0-0-0-	0-0-0-0-0-
3.8769999999997	0-0-0-0-	0-0-0-0-0-
3.8779999999997	0-0-0-0-	0-0-0-0-0-
3.8789999999997	0-0-0-0-	0-0-0-0-0-
3.8799999999997	0-0-0-0-	0-0-0-0-0-
3.8809999999997	0-0-0-0-	0-0-0-0-0-
3.8819999999997	0-0-0-0-	0-0-0-0-0-
3.8829999999997	0-0-0-0-	0-0-0-0-0-
3.8839999999997	0-0-0-0-	0-0-0-0-0-
3.8849999999997	0-0-0-0-	0-0-0-0-0-
3.8859999999997	0-0-0-0-	0-0-0-0-0-
3.8869999999997	0-0-0-0-	0-0-0-0-0-
3.8879999999997	0-0-0-0-	0-0-0-0-0-
3.8889999999997	0-0-0-0-	0-0-0-0-0-
3.8899999999997	0-0-0-0-	0-0-0-0-0-
3.8909999999997	0-0-0-0-	0-0-0-0-0-
3.8919999999997	0-0-0-0-	0-0-0-0-0-
3.8929999999997	0-0-0-0-	0-0-0-0-0-
3.8939999999997	0-0-0-0-	0-0-0-0-0-
3.8949999999997	0-0-0-0-	0-0-0-0-0-
3.8959999999997	0-0-0-0-	0-0-0-0-0-
3.8969999999997	0-0-0-0-	1-5-0-8-F8:00:00:00:00:00:00:00
3.8979999999997	0-0-0-0-	0-0-0-0-0-
3.8989999999997	1-5-0-8-F8:00:00:00:00:00:00:00	0-0-0-0-0-
3.8999999999997	0-0-0-0-	0-0-0-0-0-
3.9009999999997	0-0-0-0-	0-0-0-0-0-
3.9019999999997	0-0-0-0-	0-0-0-0-0-
3.9029999999997	0-0-0-0-	0-0-0-0-0-
3.9039999999997	0-0-0-0-	0-0-0-0-0-
3.9049999999997	0-0-0-0-	0-0-0-0-0-
3.9059999999997	0-0-0-0-	0-0-0-0-0-
3.9069999999997	0-0-0-0-	0-0-0-0-0-
3.9079999999997	0-0-0-0-	0-0-0-0-0-
3.9089999999997	0-0-0-0-	0-0-0-0-0-
3.9099999999997	0-0-0-0-	0-0-0-0-0-
3.9109999999997	0-0-0-0-	0-0-0-0-0-
3.9119999999997	0-0-0-0-	0-0-0-0-0-
3.9129999999997	0-0-0-0-	0-0-0-0-0-
3.9139999999997	0-0-0-0-	0-0-0-0-0-
3.9149999999997	0-0-0-0-	0-0-0-0-0-
3.9159999999997	0-0-0-0-	0-0-0-0-0-
3.9169999999997	0-0-0-0-	0-0-0-0-0-
3.9179999999997	0-0-0-0-	0-0-0-0-0-
3.9189999999997	0-0-0-0-	0-0-0-0-0-
3.9199999999997	0-0-0-0-	0-0-0-0-0-
3.9209999999997	0-0-0-0-	0-0-0-0-0-
3.9219999999997	0-0-0-0-	0-0-0-0-0-
3.9229999999997	0-0-0-0-	0-0-0-0-0-
3.9239999999997	0-0-0-0-	0-0-0-0-0-
3.9249999999997	0-0-0-0-	0-0-0-0-0-
3.9259999999997	0-0-0-0-	0-0-0-0-0-
3.9269999999997	0-0-0-0-	0-0-0-0-0-
3.9279999999997	0-0-0-0-	0-0-0-0-0-
3.9289999999997	0-0-0-0-	0-0-0-0-0-
3.9299999999997	0-0-0-0-	0-0-0-0-0-
3.9309999999997	0-0-0-0-	0-0-0-0-0-
3.9319999999997	0-0-0-0-	0-0-0-0-0-
3.9329999999997	0-0-0-0-	0-0-0-0-0-
3.9339999999997	0-0-0-0-	0-0-0-0-0-
3.9349999999997	0-0-0-0-	0-0-0-0-0-
3.9359999999997	0-0-0-0-	0-0-0-0-0-
3.9369999999997	0-0-0-0-	0-0-0-0-0-
3.9379999999997	0-0-0-0-	0-0-0-0-0-
3.9389999999997	0-0-0-0-	0-0-0-0-0-
3.9399999999997	0-0-0-0-	0-0-0-0-0-
3.9409999999997	0-0-0-0-	0-0-0-0-0-
3.9419999999997	0-0-0-0-	0-0-0-0-0-
3.9429999999997	0-0-0-0-	0-0-0-0-0-
3.9439999999997	0-0-0-0-	0-0-0-0-0-
3.9449999999997	0-0-0-0-	0-0-0-0-0-
3.9459999999997	0-0-0-0-	0-0-0-0-0-
3.9469999999997	0-0-0-0-	1-5-0-8-02:00:00:00:00:00:00:00
3.9479999999997	0-0-0-0-	0-0-0-0-0-
3.9489999999997	1-5-0-8-02:00:00:00:00:00:00:00	0-0-0-0-0-
3.9499999999997	0-0-0-0-	0-0-0-0-0-
3.9509999999997	0-0-0-0-	0-0-0-0-0-
3.9519999999997	0-0-0-0-	0-0-0-0-0-
3.9529999999997	0-0-0-0-	0-0-0-0-0-
3.9539999999997	0-0-0-0-	0-0-0-0-0-
3.9549999999997	0-0-0-0-	0-0-0-0-0-
3.9559999999997	0-0-0-0-	0-0-0-0-0-
3.9569999999997	0-0-0-0-	0-0-0-0-0-
3.9579999999997	0-0-0-0-	0-0-0-0-0-
3.9589999999997	0-0-0-0-	0-0-0-0-0-
3.9599999999997	0-0-0-0-	0-0-0-0-0-
3.9609999999997	0-0-0-0-	0-0-0-0-0-
3.9619999999997	0-0-0-0-	0-0-0-0-0-
3.9629999999997	0-0-0-0-	0-0-0-0-0-
3.9639999999997	0-0-0-0-	0-0-0-0-0-
3.9649999999997	0-0-0-0-	0-0-0-0-0-
3.9659999999997	0-0-0-0-	0-0-0-0-0-
3.9669999999997	0-0-0-0-	0-0-0-0-0-
3.9679999999997	0-0-0-0-	0-0-0-0-0-
3.9689999999997	0-0-0-0-	0-0-0-0-0-
3.9699999999997	0-0-0-0-	0-0-0-0-0-
3.9709999999997	0-0-0-0-	0-0-0-0-0-
3.9719999999997	0-0-0-0-	0-0-0-0-0-
3.9729999999997	0-0-0-0-	0-0-0-0-0-
3.9739999999997	0-0-0-0-	0-0-0-0-0-
3.9749999999997	0-0-0-0-	0-0-0-0-0-
3.9759999999997	0-0-0-0-	0-0-0-0-0-
3.9769999999997	0-0-0-0-	0-0-0-0-0-
3.9779999999997	0-0-0-0-	0-0-0-0-0-
3.9789999999997	0-0-0-0-	0-0-0-0-0-
3.9799999999997	0-0-0-0-	0-0-0-0-0-
3.9809999999997	0-0-0-0-	0-0-0-0-0-
3.9819999999997	0-0-0-0-	0-0-0-0-0-
3.9829999999997	0-0-0-0-	0-0-0-0-0-
3.9839999999997	0-0-0-0-	0-0-0-0-0-
3.9849999999997	0-0-0-0-	0-0-0-0-0-
3.9859999999997	0-0-0-0-	0-0-0-0-0-
3.9869999999997	0-0-0-0-	0-0-0-0-0-
3.9879999999997	0-0-0-0-	0-0-0-0-0-
3.9889999999997	0-0-0-0-	0-0-0-0-0-
3.9899999999997	0-0-0-0-	0-0-0-0-0-
3.9909999999997	0-0-0-0-	0-0-0-0-0-
3.9919999999997	0-0-0-0-	0-0-0-0-0-
3.9929999999997	0-0-0-0-	0-0-0-0-0-
3.9939999999997	0-0-0-0-	0-0-0-0-0-
3.9949999999997	0-0-0-0-	0-0-0-0-0-
3.9959999999997	0-0-0-0-	0-0-0-0-0-
3.9969999999997	0-0-0-0-	1-5-0-8-0C:00:00:00:00:00:00:00
3.9979999999997	0-0-0-0-	0-0-0-0-0-
3.9989999999997	1-5-0-8-0C:00:00:00:00:00:00:00	0-0-0-0-0-
3.9999999999997	0-0-0-0-	0-0-0-0-0-
4.0009999999997	0-0-0-0-	0-0-0-0-0-
4.0019999999997	0-0-0-0-	0-0-0-0-0-
4.0029999999997	0-0-0-0-	0-0-0-0-0-
4.0039999999997	0-0-0-0-	0-0-0-0-0-
4.0049999999997	0-0-0-0-	0-0-0-0-0-
4.0059999999997	0-0-0-0-	0-0-0-0-0-
4.0069999999997	0-0-0-0-	0-0-0-0-0-
4.0079999999997	0-0-0-0-	0-0-0-0-0-
4.0089999999997	0-0-0-0-	0-0-0-0-0-
4.0099999999997	0-0-0-0-	0-0-0-0-0-
4.0109999999997	0-0-0-0-	0-0-0-0-0-
4.0119999999997	0-0-0-0-	0-0-0-0-0-
4.0129999999997	0-0-0-0-	0-0-0-0-0-
4.0139999999997	0-0-0-0-	0-0-0-0-0-
4.0149999999997	0-0-0-0-	0-0-0-0-0-
4.0159999999997	0-0-0-0-	0-0-0-0-0-
4.0169999999997	0-0-0-0-	0-0-0-0-0-
4.0179999999997	0-0-0-0-	0-0-0-0-0-
4.0189999999997	0-0-0-0-	0-0-0-0-0-
4.0199999999997	0-0-0-0-	0-0-0-0-0-
4.0209999999997	0-0-0-0-	0-0-0-0-0-
4.0219999999997	0-0-0-0-	0-0-0-0-0-
4.0229999999997	0-0-0-0-	0-0-0-0-0-
4.0239999999997	0-0-0-0-	0-0-0-0-0-
4.0249999999997	0-0-0-0-	0-0-0-0-0-
4.0259999999997	0-0-0-0-	0-0-0-0-0-
4.0269999999997	0-0-0-0-	0-0-0-0-0-
4.0279999999997	0-0-0-0-	0-0-0-0-0-
4.0289999999997	0-0-0-0-	0-0-0-0-0-
4.0299999999997	0-0-0-0-	0-0-0-0-0-
4.0309999999997	0-0-0-0-	0-0-0-0-0-
4.0319999999997	0-0-0-0-	0-0-0-0-0-
4.0329999999997	0-0-0-0-	0-0-0-0-0-
4.0339999999997	0-0-0-0-	0-0-0-0-0-
4.0349999999997	0-0-0-0-	0-0-0-0-0-
4.0359999999997	0-0-0-0-	0-0-0-0-0-
4.0369999999997	0-0-0-0-	0-0-0-0-0-
4.0379999999997	0-0-0-0-	0-0-0-0-0-
4.0389999999997	0-0-0-0-	0-0-0-0-0-
4.0399999999997	0-0-0-0-	0-0-0-0-0-
4.0409999999997	0-0-0-0-	0-0-0-0-0-
4.0419999999997	0-0-0-0-	0-0-0-0-0-
4.0429999999997	0-0-0-0-	0-0-0-0-0-
4.0439999999997	0-0-0-0-	0-0-0-0-0-
4.0449999999997	0-0-0-0-	0-0-0-0-0-
4.0459999999997	0-0-0-0-	0-0-0-0-0-
4.0469999999997	0-0-0-0-	1-5-0-8-16:00:00:00:00:00:00:00
4.0479999999997	0-0-0-0-	0-0-0-0-0-
4.0489999999997	1-5-0-8-16:00:00:00:00:00:00:00	0-0-0-0-0-
4.0499999999997	0-0-0-0-	0-0-0-0-0-
4.0509999999997	0-0-0-0-	0-0-0-0-0-
4.0519999999997	0-0-0-0-	0-0-0-0-0-
4.0529999999997	0-0-0-0-	0-0-0-0-0-
4.0539999999997	0-0-0-0-	0-0-0-0-0-
4.0549999999997	0-0-0-0-	0-0-0-0-0-
4.0559999999997	0-0-0-0-	0-0-0-0-0-
4.0569999999997	0-0-0-0-	0-0-0-0-0-
4.0579999999997	0-0-0-0-	0-0-0-0-0-
4.0589999999997	0-0-0-0-	0-0-0-0-0-
4.0599999999997	0-0-0-0-	0-0-0-0-0-
4.0609999999997	0-0-0-0-	0-0-0-0-0-
4.0619999999997	0-0-0-0-	0-0-0-0-0-
4.0629999999997	0-0-0-0-	0-0-0-0-0-
4.0639999999997	0-0-0-0-	0-0-0-0-0-
4.0649999999997	0-0-0-0-	0-0-0-0-0-
4.0659999999997	0-0-0-0-	0-0-0-0-0-
4.0669999999997	0-0-0-0-	0-0-0-0-0-
4.0679999999997	0-0-0-0-	0-0-0-0-0-
4.0689999999997	0-0-0-0-	0-0-0-0-0-
4.0699999999997	0-0-0-0-	0-0-0-0-0-
4.0709999999997	0-0-0-0-	0-0-0-0-0-
4.0719999999997	0-0-0-0-	0-0-0-0-0-
4.0729999999997	0-0-0-0-	0-0-0-0-0-
4.0739999999997	0-0-0-0-	0-0-0-0-0-
4.0749999999997	0-0-0-0-	0-0-0-0-0-
4.0759999999997	0-0-0-0-	0-0-0-0-0-
4.0769999999997	0-0-0-0-	0-0-0-0-0-
4.0779999999997	0-0-0-0-	0-0-0-0-0-
4.0789999999997	0-0-0-0-	0-0-0-0-0-
4.0799999999997	0-0-0-0-	0-0-0-0-0-
4.0809999999997	0-0-0-0-	0-0-0-0-0-
4.0819999999997	0-0-0-0-	0-0-0-0-0-
4.0829999999997	0-0-0-0-	0-0-0-0-0-
4.0839999999997	0-0-0-0-	0-0-0-0-0-
4.0849999999997	0-0-0-0-	0-0-0-0-0-
4.0859999999997	0-0-0-0-	0-0-0-0-0-
4.0869999999997	0-0-0-0-	0-0-0-0-0-
4.0879999999997	0-0-0-0-	0-0-0-0-0-
4.0889999999997	0-0-0-0-	0-0-0-0-0-
4.0899999999997	0-0-0-0-	0-0-0-0-0-
4.0909999999997	0-0-0-0-	0-0-0-0-0-
4.0919999999997	0-0-0-0-	0-0-0-0-0-
4.0929999999997	0-0-0-0-	0-0-0-0-0-
4.0939999999997	0-0-0-0-	0-0-0-0-0-
4.0949999999997	0-0-0-0-	0-0-0-0-0-
4.0959999999997	0-0-0-0-	0-0-0-0-0-
4.0969999999997	0-0-0-0-	1-5-0-8-20:00:00:00:00:00:00:00
4.0979999999997	0-0-0-0-	0-0-0-0-0-
4.0989999999997	1-5-0-8-20:00:00:00:00:00:00:00	0-0-0-0-0-
4.0999999999997	0-0-0-0-	0-0-0-0-0-
4.1009999999997	0-0-0-0-	0-0-0-0-0-
4.1019999999997	0-0-0-0-	0-0-0-0-0-
4.1029999999997	0-0-0-0-	0-0-0-0-0-
4.1039999999997	0-0-0-0-	0-0-0-0-0-
4.1049999999997	0-0-0-0-	0-0-0-0-0-
4.1059999999997	0-0-0-0-	0-0-0-0-0-
4.1069999999997	0-0-0-0-	0-0-0-0-0-
4.1079999999997	0-0-0-0-	0-0-0-0-0-
4.1089999999997	0-0-0-0-	0-0-0-0-0-
4.1099999999997	0-0-0-0-	0-0-0-0-0-
4.1109999999997	0-0-0-0-	0-0-0-0-0-
4.1119999999997	0-0-0-0-	0-0-0-0-0-
